name,time,Power
slave1_ctn_07,1493164823000000000,0
slave1_ctn_07,1493164866000000000,0
slave1_ctn_07,1493164908000000000,0
slave1_ctn_07,1493164950000000000,-1
slave1_ctn_07,1493164993000000000,0
slave1_ctn_07,1493165034000000000,0
slave1_ctn_07,1493165077000000000,0
slave1_ctn_07,1493165119000000000,0
slave1_ctn_07,1493165161000000000,0
slave1_ctn_07,1493165204000000000,0
slave1_ctn_07,1493165245000000000,0
slave1_ctn_07,1493165288000000000,0
slave1_ctn_07,1493165330000000000,0
slave1_ctn_07,1493165372000000000,0
slave1_ctn_07,1493165415000000000,-1
slave1_ctn_07,1493165457000000000,0
slave1_ctn_07,1493165499000000000,-1
slave1_ctn_07,1493165541000000000,0
slave1_ctn_07,1493165583000000000,-1
slave1_ctn_07,1493165625000000000,0
slave1_ctn_07,1493165668000000000,0
slave1_ctn_07,1493165710000000000,0
slave1_ctn_07,1493165752000000000,-1
slave1_ctn_07,1493165795000000000,0
slave1_ctn_07,1493165836000000000,0
slave1_ctn_07,1493165879000000000,-1
slave1_ctn_07,1493165921000000000,-1
slave1_ctn_07,1493165963000000000,0
slave1_ctn_07,1493166006000000000,-1
slave1_ctn_07,1493166047000000000,0
slave1_ctn_07,1493166090000000000,78
slave1_ctn_07,1493166131000000000,79
slave1_ctn_07,1493166174000000000,78
slave1_ctn_07,1493166217000000000,79
slave1_ctn_07,1493166258000000000,78
slave1_ctn_07,1493166301000000000,79
slave1_ctn_07,1493166343000000000,78
slave1_ctn_07,1493166385000000000,78
slave1_ctn_07,1493166428000000000,79
slave1_ctn_07,1493166469000000000,78
slave1_ctn_07,1493166512000000000,325
slave1_ctn_07,1493166554000000000,325
slave1_ctn_07,1493166596000000000,325
slave1_ctn_07,1493166638000000000,79
slave1_ctn_07,1493166680000000000,79
slave1_ctn_07,1493166723000000000,79
slave1_ctn_07,1493166765000000000,79
slave1_ctn_07,1493166807000000000,79
slave1_ctn_07,1493166849000000000,79
slave1_ctn_07,1493166892000000000,79
slave1_ctn_07,1493166934000000000,79
slave1_ctn_07,1493166976000000000,79
slave1_ctn_07,1493167018000000000,79
slave1_ctn_07,1493167060000000000,78
slave1_ctn_07,1493167103000000000,79
slave1_ctn_07,1493167144000000000,78
